time,concpm10
2016-09-15,13.160778999328613
2016-10-15,9.239806175231934
2016-11-15,11.304522514343262
2016-12-15,17.631622314453125
2017-01-15,16.494508743286133
2017-02-15,15.945643424987793
2017-03-15,9.789107322692871
2017-04-15,9.650944709777832
2017-05-15,8.940079689025879
2017-06-15,6.876370906829834
2017-07-15,6.005296230316162
2017-08-15,6.750545501708984
2017-09-15,11.387009620666504
2017-10-15,11.547830581665039
2017-11-15,12.997352600097656
2017-12-15,10.742074012756348
2018-01-15,10.59093189239502
2018-02-15,14.441498756408691
2018-03-15,11.129302024841309
2018-04-15,9.90451717376709
2018-05-15,8.78815746307373
2018-06-15,6.6213154792785645
2018-07-15,6.353841304779053
2018-08-15,6.591137886047363
2018-09-15,7.8159050941467285
2018-10-15,12.12869930267334
2018-11-15,16.411157608032227
